,Month,DAY,2018,2019,2020
123,May,3,58.166666666666664,59.41666666666667,62.08333333333333
124,May,4,59.25,61.58333333333333,63.291666666666664
125,May,5,61.5,67.0,69.875
126,May,6,67.5,68.66666666666667,74.375
127,May,7,62.25000000000001,62.583333333333336,65.95833333333334
128,May,8,59.916666666666664,61.33333333333333,65.33333333333333
129,May,9,63.416666666666664,63.916666666666664,68.20833333333334
130,May,10,62.333333333333336,59.41666666666667,63.458333333333336
131,May,11,64.25,61.83333333333333,66.58333333333333
132,May,12,67.08333333333333,65.58333333333333,67.375
133,May,13,65.91666666666667,63.25,66.45833333333333
134,May,14,66.41666666666667,61.583333333333336,64.875
135,May,15,62.5,59.50000000000001,65.04166666666667
136,May,16,67.0,66.41666666666667,70.66666666666666
137,May,17,63.83333333333333,62.833333333333336,65.79166666666666
138,May,18,62.66666666666667,62.666666666666664,68.29166666666666
139,May,19,65.08333333333333,63.5,72.29166666666667
140,May,20,63.66666666666667,62.166666666666664,69.45833333333333
141,May,21,64.5,59.833333333333336,64.58333333333334
142,May,22,62.41666666666667,63.916666666666664,68.45833333333333
143,May,23,62.83333333333333,62.416666666666664,68.41666666666666
144,May,24,64.5,65.16666666666667,74.625
145,May,25,64.58333333333334,64.83333333333333,70.79166666666667
146,May,26,63.16666666666667,64.16666666666667,69.54166666666667
147,May,27,70.91666666666667,74.75,79.125
148,May,28,70.75,73.0,77.95833333333333
149,May,29,69.0,68.08333333333334,72.54166666666667
150,May,30,69.75,73.66666666666666,76.83333333333333
151,May,31,73.66666666666667,73.0,77.25
152,Jun,1,76.0,74.41666666666666,75.625
153,Jun,2,71.5,69.91666666666666,74.04166666666666
154,Jun,3,70.25,76.16666666666666,76.58333333333333
155,Jun,4,71.16666666666666,74.16666666666666,75.45833333333333
156,Jun,5,71.83333333333333,71.5,75.29166666666666
157,Jun,6,72.5,75.75,75.5
158,Jun,7,70.91666666666667,71.58333333333333,74.91666666666667
159,Jun,8,70.91666666666667,70.58333333333334,72.625
160,Jun,9,73.75,73.16666666666666,75.79166666666666
161,Jun,10,72.66666666666667,75.58333333333334,77.66666666666667
162,Jun,11,72.91666666666666,73.91666666666666,75.91666666666666
163,Jun,12,71.83333333333333,73.25,74.125
164,Jun,13,74.08333333333333,74.0,74.08333333333333
165,Jun,14,71.83333333333334,72.58333333333334,75.54166666666667
166,Jun,15,73.91666666666667,74.0,76.79166666666667
167,Jun,16,75.25,76.91666666666666,78.58333333333333
168,Jun,17,71.91666666666667,72.5,76.29166666666667
169,Jun,18,74.58333333333333,78.75,81.375
170,Jun,19,74.83333333333333,74.0,75.08333333333333
171,Jun,20,74.58333333333333,73.91666666666666,76.16666666666666
172,Jun,21,75.83333333333333,73.58333333333333,75.33333333333333
173,Jun,22,73.58333333333333,72.24999999999999,77.91666666666666
174,Jun,23,77.58333333333334,75.33333333333334,77.58333333333334
175,Jun,24,75.5,76.91666666666667,77.79166666666667
176,Jun,25,73.66666666666666,75.99999999999999,78.66666666666666
177,Jun,26,73.41666666666667,73.5,74.70833333333333
178,Jun,27,73.41666666666667,75.16666666666667,77.66666666666667
179,Jun,28,76.66666666666666,74.83333333333333,77.83333333333333
180,Jun,29,73.83333333333334,75.16666666666667,78.04166666666667
181,Jun,30,77.66666666666667,79.0,79.58333333333333
182,Jul,1,71.83333333333333,76.75,80.41666666666667
183,Jul,2,78.00000000000001,81.83333333333334,82.58333333333334
184,Jul,3,73.66666666666667,73.58333333333334,77.29166666666667
185,Jul,4,73.49999999999999,73.41666666666666,76.66666666666666
186,Jul,5,72.66666666666667,74.5,74.66666666666667
187,Jul,6,74.0,76.08333333333334,77.66666666666667
188,Jul,7,71.91666666666666,73.5,79.41666666666666
189,Jul,8,75.41666666666667,78.5,81.5
190,Jul,9,75.83333333333333,78.58333333333333,80.25
191,Jul,10,76.75,74.91666666666667,76.5
192,Jul,11,75.33333333333333,74.75,76.08333333333333
193,Jul,12,76.83333333333333,77.16666666666666,79.20833333333333
194,Jul,13,72.41666666666667,72.66666666666667,76.16666666666667
